,AEW541,AEW541_IC_50,Nilotinib,Nilotinib_IC_50,17-AAG,17-AAG_IC_50,PHA-665752,PHA-665752_IC_50,Lapatinib,Lapatinib_IC_50,Nutlin-3,Nutlin-3_IC_50,AZD0530,AZD0530_IC_50,PF2341066,PF2341066_IC_50,L-685458,L-685458_IC_50,ZD-6474,ZD-6474_IC_50,Panobinostat,Panobinostat_IC_50,Sorafenib,Sorafenib_IC_50,Irinotecan,Irinotecan_IC_50,Topotecan,Topotecan_IC_50,LBW242,LBW242_IC_50,PD-0325901,PD-0325901_IC_50,PD-0332991,PD-0332991_IC_50,Paclitaxel,Paclitaxel_IC_50,AZD6244,AZD6244_IC_50,PLX4720,PLX4720_IC_50,RAF265,RAF265_IC_50,TAE684,TAE684_IC_50,TKI258,TKI258_IC_50,Erlotinib,Erlotinib_IC_50
KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.3537,8,5.016,0.016822226,3.8223,0.129609898,0.3105,8,0.5306,8,0.1017,8,3.0717,0.471688002,1.7159,1.890639901,0,8,3.12,0.452475399,4.7085,0.032717083,0,8,2.7764,0.449586183,3.1619,0.310233384,0.9883,8,4.5708,0.042091515,0.7817,6.253096581,7.1048,0.0025,3.3419,0.180799469,0.1505,8,2.0601,1.104939103,0,8,1.5403,2.311457634,0.5995,5.065102577
SHP77_LUNG,0.1697,8,0.2396,8,3.0618,0.312299043,0,8,0.2586,8,0.252,8,0.2412,8,0.604,8,0.1699,8,0.4023,8,4.1427,0.126980886,0.04803,8,1.4702,1.929042816,0.7999,7.473632336,0.4285,8,0.6498,8,0,8,3.8193,0.250442058,0.2575,8,0.1171,8,0.4491,8,0.5531,8,0.576,8,0.2221,8
PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.7562,4.087836742,0.5337,8,3.259,0.449662149,0.8396,8,0.35,8,0.2595,8,1.7467,1.235854149,1.1214,0.359736037,0,8,2.6843,1.326670408,5.5938,0.020266367,0.06782,8,NA,NA,4.1862,0.194569066,0.5354,8,0.8899,8,0.6917,3.862196962,7.1858,0.0025,0.2601,8,0.484,8,3.2177,0.225188822,1.406,2.288246155,1.5483,3.347728014,1.171,6.251271889
ZR7530_BREAST,0.1118,8,0.3953,8,2.3161,0.086871609,0.2342,1.324181464,3.0902,0.166593418,0.08222,8,0,8,0.04209,8,0,8,0.4616,8,4.2563,0.029439772,0.7984,0.17081114,1.6931,1.559987545,0.02054,8,0.2425,8,0,8,0.06974,8,2.1929,0.028183434,0.04301,8,0.02117,8,1.5955,3.597822189,0.3207,8,1.1268,8,0.03998,8
NCIH1944_LUNG,0.2859,8,0,8,4.244,0.026266662,0.5487,8,0.2708,8,0,8,0.4428,8,0,8,0.24,8,1.6975,8,3.797,0.072113864,0.04412,8,NA,NA,1.7644,0.70968318,0.339,8,1.4783,0.416212499,0.319,4.488175869,4.4533,0.011522057,1.3191,8,0.03804,8,0.3902,8,0.1488,8,0.1312,8,0.3705,8
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.2612,5.428296566,1.2823,6.26444149,5.2371,0.035145033,2.3361,1.974251866,1.0422,6.89677763,0.8865,8,1.4715,3.8337152,3.7305,0.205509141,2.1438,0.210746808,2.052,8,5.957,0.016950892,1.989,4.307482243,5.873,0.011414592,5.916,0.018882528,0.9751,8,1.3118,8,1.6378,2.08740592,7.3422,0.0025,1.4402,8,1.2475,8,2.3549,0.389995694,5.9893,0.009624531,1.3471,4.284779549,0.473,8
COLO320_LARGE_INTESTINE,2.0584,1.450278282,0.8088,4.991260529,2.8034,1.569168806,0.2699,8,0.5138,6.295311928,0.0876,8,0.4243,8,0.7197,6.692833424,0.1274,8,0.8505,8,4.3094,0.067029953,0.7374,6.673327446,2.9318,0.3590886,2.5752,0.570157707,0.1362,8,0.01305,8,0.846,6.83245182,3.9828,0.316520303,0.02962,8,0.2642,8,2.8689,0.268899381,2.7318,0.329955041,1.1074,3.15993762,0.6266,8
RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8775,2.837511778,1.0203,8,3.1359,0.701769114,0.5896,5.857888222,1.2147,5.996370792,1.1439,8,1.0333,7.867946148,1.1405,5.304725647,0.9611,8,0.9664,5.176169395,5.8744,0.011322904,1.1083,5.420713425,5.2731,0.029797392,5.2886,0.029627599,0.8364,8,0.4658,8,2.1229,1.42691958,6.4498,0.004104584,0.6701,8,0.2035,8,1.9536,3.299328327,2.4255,1.023247361,1.8524,2.933604717,0.6156,8
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1795,8,0.8608,8,2.6965,0.594166398,0.7028,8,0.7179,6.982272625,0.7109,8,0.3353,8,1.0946,6.147752762,1.3994,3.556444407,0.77,8,5.9228,0.010791685,1.325,6.101369381,5.5533,0.021059502,5.2524,0.029561678,0.5791,8,2.4864,8,1.6728,2.072611809,6.9777,0.003325286,1.7805,8,0.5583,8,2.289,1.327465534,2.3245,1.778208494,1.9616,2.870392799,0.7472,8
BFTC909_KIDNEY,0.898,8,0.00241,8,3.6219,0.104652666,0.1644,8,0.1757,8,0.01861,8,0.2464,8,0.4398,8,0.1492,8,0.8398,8,4.0883,0.084157817,NA,NA,NA,NA,3.1375,0.281486571,0.4923,8,0.8653,8,0.2396,8,5.1868,0.012214486,0.3552,8,0.1107,8,0.6164,8,0.6489,7.229048729,1.2289,6.792266369,0.04175,8
MHHES1_BONE,2.06,1.775179029,2.5759,2.536269426,4.5868,0.146468312,1.8206,8,1.9384,4.274786472,1.5578,8,3.6528,1.085323811,1.7637,5.135538101,2.1037,7.204105377,1.6642,8,4.5822,0.063291304,1.8656,3.228831291,5.3433,0.046031624,6.0318,0.021923717,0.9377,8,5.2407,0.026637657,2.1537,1.882438421,7.2501,0.00261794,3.026,0.715704679,0.9013,8,3.2481,0.279620409,3.4513,0.643111944,1.2846,7.068501472,1.1808,7.838871002
JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0059,7.611978054,1.8695,2.293517775,5.1094,0.076346688,0.8275,8,1.2129,8,3.1439,0.271995178,1.5103,8,1.5846,4.957866192,1.8714,0.28992904,2.893,2.712543488,5.7298,0.01681086,1.21,6.987101078,5.795,0.018932486,5.7118,0.016992867,1.2389,8,3.4643,8,2.6673,0.435200393,7.5086,0.002542614,3.1872,8,1.7807,3.727098703,4.4472,0.130046681,2.3725,1.300479174,2.8261,1.360936403,1.8084,3.97213912
NCIH727_LUNG,1.3035,1.014342308,0.5898,8,2.1313,0.347080976,0.1742,8,0.5375,8,0.4471,8,1.0985,8,1.1206,8,0.6485,8,1.3125,8,2.9172,0.076096117,0.2139,8,1.357,7.505040646,0.2574,8,0.2611,8,2.9449,0.020542197,0.315,8,1.9411,8,1.7299,0.404451102,0.1817,8,0.4526,8,1.3735,8,0.29,8,0.3191,8
HCC2935_LUNG,0.5445,8,0.3039,8,4.7694,0.018270468,0.1044,8,1.9085,1.239923596,0,8,2.2272,1.065598249,0.01164,8,0.05828,8,3.2719,0.194676697,3.8509,0.116596252,0,8,1.7352,1.382619977,2.0685,2.090069056,0,8,0.7479,8,0.1876,8,2.4629,8,0.7347,8,0.7655,8,1.1716,8,0.9348,3.912908316,0.3062,8,2.6857,0.280773968
MKN45_STOMACH,0.5995,8,0.358,8,5.2123,0.017859768,2.14,0.259098381,0.2113,8,0.6576,7.562559605,0.5686,8,3.6422,0.113733932,1.7307,0.720968306,0.3538,8,4.163,0.05337812,0.8244,7.639038086,4.1061,0.075805597,4.3579,0.070358671,0.7376,8,2.7494,0.287491083,0.307,8,5.8234,0.0025,1.5757,1.375206113,0.0819,8,2.3323,0.26934588,0.5641,8,1.0145,3.678465843,0.18,8
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.8817,6.837701797,5.6277,0.013746729,4.7185,0.10770423,1.9724,8,0.9807,7.807744503,0.644,8,3.2752,0.551354647,2.7737,1.260782599,1.3594,5.699705124,2.5777,1.674725652,5.8635,0.014849228,1.6803,3.61183238,4.4124,0.129412934,4.5702,0.089885302,1.2877,8,3.6923,0.054352019,1.2449,4.05649662,7.0551,0.0025,3.1959,0.482571959,0.3954,8,2.4167,1.44283402,2.1484,2.26606822,1.5281,4.999625206,0.6935,8
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1647,8,6.0634,0.007538102,4.667,0.130336672,0.9357,6.589995384,0.3354,8,0.9154,8,4.2714,0.209947765,3.0185,0.769372761,2.0652,0.351635196,3.3257,0.994775355,5.6418,0.016013557,1.7046,2.948649883,5.2348,0.04779857,5.2851,0.044002295,1.0611,8,4.5392,0.034289107,1.5487,1.934057355,7.0443,0.002542614,3.654,0.38364476,1.0564,8,2.7795,0.514338434,2.3065,1.351062655,1.6864,2.932343006,0.8905,8
OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.9333,8,0.3997,8,3.1534,0.666394174,0.6293,8,0.03488,8,0.1889,8,0.6917,8,0.2972,8,0.6987,8,0.1063,8,6.84,0.0025,0.1978,8,4.3124,0.059301183,3.6358,0.164545968,0,8,1.3958,8,0,8,3.6015,0.248270139,0.4856,8,0.09389,8,0.09803,8,0.9299,8,0.2381,8,0.8885,8
LCLC103H_LUNG,0.6313,8,0.1693,8,2.8339,3.666449308,0.8282,8,0.1241,8,0.1545,8,0.2668,8,0.06502,8,0.09609,8,1.4051,8,4.1846,0.104061119,0.4543,8,2.0636,1.152564049,2.2263,0.984498441,0.5048,8,0.16,8,0.1057,8,5.5755,0.020929208,0.5019,8,0.08282,8,1.366,3.897011757,0.8001,7.560817242,0.7523,8,0.26,8
JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.2993,5.302770138,0.9375,8,3.0827,0.829291582,1.009,4.221210957,0.9963,6.770286083,1.0682,8,2.5246,3.307549238,2.0558,1.686938763,1.2202,5.447007656,2.4584,2.331607103,5.4117,0.022270288,1.4882,3.920067787,5.0107,0.057521079,5.3756,0.052126963,0.878,8,0.7167,8,1.778,2.357683659,7.2847,0.0025,1.273,8,1.4195,3.758895636,3.086,0.356609374,2.2342,1.693429708,2.0581,1.600255132,1.1054,6.090600491
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.5807,8,1.1117,6.550229549,2.9575,1.254022121,0.9671,8,0.6883,8,0.6954,8,0.2569,8,0.7745,8,0.6492,8,1.4684,8,4.663,0.058298577,1.1127,5.844584942,3.2757,0.370309383,3.0798,0.374255389,1.1121,8,0.01169,8,1.2728,4.438398838,4.3178,0.101714127,0.4134,8,0.6253,8,2.5285,0.398291618,0.7929,8,1.1036,5.217923164,0.3904,8
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.5338,5.809138775,1.8004,2.131068909,3.3586,0.447354048,2.6088,2.653279781,1.4487,1.46226204,1.6592,3.664028168,2.4599,7.28969499,1.8084,5.079283714,1.6808,4.356861591,1.9845,8,5.9569,0.008617696,2.8323,4.559615612,5.5993,0.021349076,5.7389,0.017107064,1.8489,8,1.74,8,2.7305,0.551490188,6.7558,0.003948967,1.4634,8,1.8282,8,3.5251,0.300394267,1.5482,0.773999958,2.0937,0.218161939,1.5452,8
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.9187,0.598104239,1.9171,8,5.0957,0.023713689,2.1395,4.469186783,1.3522,8,0.7146,8,1.4398,7.322373867,2.4015,1.53984499,1.0836,5.679340839,0.791,8,6.2917,0.008276213,1.6377,4.853794575,4.9078,0.050349064,4.9954,0.031153897,3.4205,0.090343513,1.4584,8,2.7606,0.891901791,6.817,0.003210538,0.7485,8,0.9127,8,3.0544,0.395638943,3.8758,0.185580403,2.0685,0.558930044,1.0643,8
SIMA_AUTONOMIC_GANGLIA,2.8915,0.458457559,1.172,8,2.3687,1.778700352,0.4474,8,0.5922,8,0.8092,8,1.0497,8,1.0319,8,1.2502,4.650681749,1.3277,8,4.7345,0.058679536,1.1921,4.717532419,4.8066,0.042342495,4.5036,0.042583194,0.6322,8,3.3683,1.338009119,1.6616,8,5.5779,0.002542614,1.7358,8,0.1373,8,2.1238,3.245390654,2.6995,0.837575078,1.5244,1.340071015,0.1907,8
SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1025,0.398662927,1.2999,0.099240054,2.238,0.333022144,2.0272,8,1.4096,0.386255655,0.2678,8,1.7767,0.510724029,1.2027,1.01886914,3.2609,0.118158291,1.5809,0.323074445,6.1489,0.008514922,0.8653,5.623217879,4.2453,0.115588643,4.0341,0.114836454,1.2349,4.697390267,0.8526,8,1.8035,8,7.4814,0.002542614,0.5246,8,1.3646,8,1.4077,3.805667639,1.2094,0.292797252,1.5187,4.185953617,0.3886,8
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.9271,0.515746772,0.3661,8,3.1529,0.556562603,1.0286,8,0.4323,8,0.1505,8,0.863,8,0.6391,6.372567654,1.9258,1.76048708,1.1093,8,5.5411,0.023666015,1.3176,2.025591068,2.5262,2.158792496,2.7252,1.148798943,1.0111,8,4.076,0.015687533,1.4777,1.023671865,6.8236,0.00318989,4.2428,0.092270665,0.4897,8,1.2707,4.18068409,2.6193,0.4843916,0.4642,8,0.7388,8
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.2566,8,1.7814,6.008265495,2.8608,0.435086757,1.2391,5.559355736,0.5553,8,0.6171,8,1.79,8,1.1515,6.411550522,1.3348,3.429081202,1.7256,8,5.892,0.017748997,1.2061,7.480983734,4.3888,0.075994484,4.2652,0.058134917,0.3931,8,2.2155,8,1.2437,7.438126087,4.882,0.020440521,1.2882,8,0.7567,8,2.5952,3.309684038,1.8072,0.884696066,1.6761,4.106971741,1.239,8
SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.8203,0.645289063,2.294,1.649600863,4.1762,0.170254305,1.5314,0.449669963,1.3094,7.851887226,2.9584,1.450723886,3.1197,8,1.9859,2.855001211,2.5181,0.406165781,1.5623,8,6.2273,0.008993969,2.421,5.054609299,5.4087,0.067426525,5.3778,0.04164324,1.1165,8,7.3807,0.002542614,2.9168,0.397759676,7.4525,0.0025,6.4934,0.006444348,5.2178,0.033569854,3.8609,0.157103524,3.3125,0.119100617,2.4769,1.199106216,1.9143,5.476659923
BCPAP_THYROID,1.3166,5.10525465,0.7336,7.456087112,3.4746,0.210629389,0.8851,8,0.3482,8,0.7133,8,1.54,8,0.6353,8,0.4889,8,0.698,8,4.3878,0.088357463,1.5503,2.139413357,3.9819,0.200658202,3.6587,0.376834154,1.0364,8,2.855,1.604760051,0.3853,8,6.704,0.0025,2.518,8,1.2235,8,2.1509,0.715583742,1.6747,1.781927466,0.9213,7.983978271,0.3177,8
TT2609C02_THYROID,1.7747,2.607459068,0.8678,4.903181076,3.9975,0.074787728,0.1429,8,0.4612,8,0.2607,8,1.3733,8,0.6655,1.465875295,0.7502,8,0.7074,8,4.9275,0.023566611,0.5484,8,3.5752,0.100279018,3.3499,0.187748209,2.0894,8,4.2844,0.029214961,1.3716,3.043967247,6.6567,0.0025,3.1457,0.35643959,0.1878,8,3.237,0.211189896,2.1649,1.675446153,1.4124,1.953886151,0.8222,8
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,3.0325,0.306566536,0.9395,6.25021553,3.7075,0.435421079,0.8031,8,0.6322,8,0.8868,8,0.2391,8,1.3331,3.150969982,1.9436,0.213494953,1.9454,8,6.4753,0.003999026,1.2146,0.246048254,3.0544,0.559227943,1.2153,2.810830593,1.2007,6.849055767,3.7848,0.101642273,0.4814,8,6.7817,0.0025,3.2726,0.116800621,0.3779,8,3.882,0.082872331,3.0508,0.419441044,2.3468,0.948935509,0.6618,8
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.8999,0.194509948,1.5625,2.226455688,5.2887,0.025441425,1.0553,4.206129074,1.233,0.256446651,1.1689,5.458399773,0.3323,8,1.3265,4.841135502,1.279,3.880166292,1.295,3.864402771,5.9291,0.013303595,0.9786,6.908653736,3.7332,0.128391176,4.6146,0.064710945,0.5586,8,2.9921,0.739885271,0.6168,8,6.5985,0.006434356,1.6147,8,0.4187,8,1.805,2.381819248,3.1165,0.385257065,1.5766,2.725785017,1.0362,8
MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.4006,0.331311166,0.838,8,3.7225,0.323331714,1.5495,8,0.8492,8,1.0518,4.624371052,0.4735,8,1.1504,2.97330308,1.8304,0.167434162,1.2083,8,5.5941,0.018005772,0.9686,8,3.8717,0.215999931,3.1229,0.403848886,0.5257,8,2.9593,8,2.1591,0.83833456,4.819,0.002542614,2.179,8,0.333,8,1.4718,4.962056637,2.9462,0.915599108,1.0816,7.239940166,0.3782,8
SCC25_UPPER_AERODIGESTIVE_TRACT,NA,NA,NA,NA,4.46,0.091868989,0.7471,8,1.1151,2.398599148,0.5353,8,1.1035,3.025877953,0.3788,8,0.1254,8,2.5074,1.812628388,NA,NA,0.3316,8,NA,NA,3.3078,0.368204892,1.593,5.165287018,1.3214,3.133640528,0.5614,8,6.8063,0.0025,0.494,8,0.3717,8,1.4881,1.441438317,0.9235,5.110826015,0.5498,7.623446465,NA,NA
HCC1806_BREAST,1.0001,7.206761837,1.0867,7.519812584,4.1444,0.06748455,0.1681,8,1.4366,4.378564953,0.5461,8,2.0485,0.794987917,1.0815,4.892572403,0.2743,8,1.305,2.679288387,4.4637,0.054945543,0.8092,8,NA,NA,4.6446,0.069536671,0.7285,8,2.1571,8,0.3205,8,6.8819,0.002996833,1.6198,8,0.2989,8,2.0956,1.085390449,1.8193,2.626514673,0.8257,5.255249023,2.1,2.15597558
GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0074,8,1.8129,0.379206822,2.8214,0.010983705,0.4665,8,0.2367,8,1.2758,8,2.0087,8,0.9777,4.31927681,0.9562,0.084487304,2.0812,8,5.0557,0.032222785,0.4338,8,5.1588,0.030715285,5.0562,0.050527275,0.4284,8,1.2719,8,1.6975,2.531948328,6.7581,0.002542614,0.5534,8,0.1942,8,1.0915,8,2.4579,0.91481179,1.5745,3.403418779,0.3789,8
MKN7_STOMACH,0.3176,8,0.5522,8,2.6606,0.996641457,0,8,0.8744,8,0.7318,8,0.2042,8,0.5643,8,0,8,0.8105,8,4.0845,0.139955252,0.2289,8,3.4797,0.417916745,3.1009,0.608839095,0.5672,8,0.777,8,0.6204,8,3.6733,8,0.5792,8,0.3992,8,1.1364,8,2.3151,5.466119289,0.6005,8,0.3438,8
HCC827_LUNG,0.8091,4.255412994,NA,NA,3.074,0.18870239,0.4763,8,0.956,0.372133989,0,8,2.8997,0.423982233,0.3058,8,0.7494,8,3.1181,0.317406476,4.0611,0.109575018,0.5981,8,NA,NA,1.736,3.660596371,0.4814,8,0.7286,8,NA,NA,4.5217,0.011236095,0,8,0.3699,8,NA,NA,1.5033,0.036157422,0.1211,8,4.4132,0.038917925
RD_SOFT_TISSUE,1.6448,2.800314665,NA,NA,4.2745,0.117055684,0.635,8,0.195,8,0.3467,8,0.8706,8,0.7359,4.678461552,0.3171,8,1.474,4.201285839,5.2349,0.026320383,0.4051,8,NA,NA,2.7238,0.5192765,0.6438,8,2.6177,0.25415495,0.002948,8,5.9449,0.0025,2.5031,1.379035115,0.1876,8,1.5202,1.458881021,1.4087,1.981057048,0.4683,8,0.1262,8
UACC812_BREAST,0.3992,8,0.7207,8,3.1346,0.200488731,0.1242,8,1.3183,8,0.3032,8,0.6199,3.755201817,0.05788,8,0.06187,8,0.8307,0.649283914,3.7262,0.0691723,0.2783,8,1.7327,1.588083982,1.3378,0.728466544,0.1302,8,1.0812,0.036591209,0.3588,8,4.0004,0.002542614,0.9361,8,0,8,0.7273,8,0.6884,2.535139799,0.008233,8,0.4433,0.912124534
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.8822,2.558496475,7.0051,0.002952101,3.2142,0.714353621,1.7146,4.477983475,1.1767,7.289489746,1.5865,8,4.0457,0.209438816,3.0952,0.800736248,2.1997,0.331300974,3.0741,0.845694423,6.3121,0.007301721,2.1035,2.664471388,5.8889,0.023089293,6.526,0.008664954,1.1325,8,1.7295,8,0.7632,8,6.7188,0.0025,1.2336,8,1.0265,6.943338871,2.4329,1.196254373,2.8218,0.92615211,2.0343,2.595390558,1.0818,6.930338383
KASUMI2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.5103,6.684100151,1.0794,7.463879585,4.3846,0.027120752,1.0151,8,0.1136,8,1.0186,5.604545116,1.2213,8,0.7177,4.335896492,1.192,5.89788866,1.161,8,6.4096,0.007665033,0.941,6.908866405,4.7985,0.042180192,4.5603,0.049187038,0.931,8,2.1986,8,1.2846,5.569698811,6.5453,0.003222198,1.9695,8,0.6096,8,2.2936,1.183841467,1.0007,8,1.5712,3.038454533,1.0277,8
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0192,0.179975079,0.3176,8,3.8928,0.225168079,0.06698,8,0.7992,0.89234285,0.0689,8,0.4912,8,0.8983,0.179609642,1.2785,6.157677174,1.9595,6.582710743,5.3984,0.018079497,0.01542,8,3.1957,0.276485264,4.0743,0.107029647,0.186,8,1.8426,8,1.3344,0.256082005,7.2354,0.003111677,0.4243,8,0,8,0.838,5.109413147,1.2132,0.100763131,1.3126,0.20658424,0.06596,8
SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.7337,3.750186443,1.4978,5.041968346,3.7258,0.240270659,2.5702,2.310960531,1.2882,5.036627293,1.9194,8,3.6068,0.620767057,2.013,3.873020172,1.3882,4.880636692,2.2708,2.808931351,5.8489,0.013596984,1.8441,4.566555023,4.9707,0.058299471,5.315,0.058180481,1.8018,8,0.6981,8,2.4962,0.625150025,6.9533,0.004502342,1.7324,8,1.988,3.607176882,1.5231,3.263538599,2.3917,3.902643204,1.9076,2.381160736,1.0076,8
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.0993,8,0.5101,8,3.3913,0.116272509,0.6933,8,1.2505,2.369957447,0.1509,8,1.6679,4.408838749,0.6414,8,0.1733,8,1.3733,3.787471056,4.3589,0.083267927,0.9437,4.777966022,1.9241,2.666969299,2.4981,1.544156194,0.5493,8,2.1132,8,0.5401,8,6.3364,0.005710234,1.3523,8,0.3525,8,2.9091,0.185942814,0.92,5.6049757,1.0196,4.378802776,1.4542,3.537265301
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.5617,5.570897102,0,8,4.9855,0.081997298,0.1203,8,0.8071,3.686045647,0.1098,8,0.05838,8,1.1621,0.041038326,0.007163,8,0.7281,4.502677917,5.6889,0.01013622,0.002441,8,4.7234,0.068454541,4.5568,0.045961671,0.4018,8,0.249,8,1.0717,1.398233533,7.1403,0.002870928,0.2098,8,0.6648,8,2.1272,0.338929951,1.8164,0.023940077,1.6047,1.596694589,1.1327,2.840651989
COLO678_LARGE_INTESTINE,1.0687,7.851645947,0.2982,8,4.2419,0.040361557,0.2274,8,1.1779,8,0.827,8,0.8386,8,0.4238,8,0.4075,8,1.8722,8,3.3188,0.149480119,0.8591,7.80582571,1.9174,2.113509417,1.8377,2.79253912,0.5952,8,3.1372,0.227784306,0.4865,8,2.7143,8,1.8733,8,0.4074,8,1.3644,6.978841305,1.4769,4.441536427,0.6609,8,1.1618,8
DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.0396,1.220665687,1.7965,8,4.3378,0.409685045,1.3201,2.651649952,1.1878,1.706622675,1.4534,2.595669508,1.4458,8,1.8184,8,2.7093,0.623895738,2.6292,3.839450158,6.0713,0.014362829,2.8625,0.066550392,5.5641,0.094600096,5.3652,0.25928551,0.3809,8,0.8781,8,1.2261,4.048234382,5.1909,0.002542614,0.1338,8,1.3751,8,2.2879,1.142137165,1.9472,0.768781009,2.0445,0.840331279,0.9251,8
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.8798,0.24403888,2.2922,4.030470371,3.2781,0.610796988,0.6193,8,1.8908,1.779385119,1.3709,8,0.4225,8,2.432,0.414755989,1.3427,1.493014318,1.7224,8,4.8948,0.015259461,1.1561,0.774890772,2.5387,1.010143757,2.64,0.941703677,0.3876,8,1.7369,8,2.2415,8,3.0682,8,1.3771,8,0.3489,8,1.0413,8,2.6661,1.468751704,1.0434,8,0,8
MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.5881,1.44956553,2.979,3.887146473,6.104,0.014459794,2.4402,1.376474261,2.3191,4.00608778,2.0047,8,2.5768,3.632587433,2.741,0.304343224,2.1439,3.726812363,1.3969,2.429489851,6.4125,0.007916458,5.7935,0.007336914,4.9124,0.098226845,5.6936,0.031757414,0.9584,8,3.6304,8,2.0811,8,7.0911,0.003496323,2.892,8,1.403,8,3.289,0.181400388,4.6298,0.315820903,5.4525,0.028117703,2.0672,2.667337894
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.1281,8,0.8493,6.798111916,4.2295,0.088610291,0.07766,8,0.1763,8,0.5748,6.549625874,0.2234,8,1.0041,4.002520084,0.2119,8,0.1919,8,5.3795,0.020326231,1.7042,2.15498209,4.2545,0.08137615,4.8885,0.043617342,0.02479,8,7.2797,0.0025,1.6237,1.528368115,6.3485,0.007498603,5.9343,0.012838798,0.9367,8,1.8252,1.844623208,2.1811,0.998434305,1.4035,3.411584616,0.02743,8
OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,2.3013,1.238248587,1.1833,7.265676975,3.5381,0.305264801,1.707,8,0.4723,8,1.4452,3.416829586,1.1565,8,1.3689,4.026138783,1.9956,1.131477356,2.5859,8,6.1828,0.011386046,2.4072,1.325611115,4.6729,0.072669894,5.118,0.048216723,0.6852,8,3.3518,0.274631172,1.8102,5.799865246,6.9156,0.0025,3.0387,2.24517417,1.1923,8,1.8725,2.643190622,2.9182,0.761869073,2.5062,1.400383115,1.2901,8
KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1.432,3.330083609,0.1021,8,3.0913,0.204620793,1.0764,5.938162327,0.454,8,0.3927,8,0.5777,8,0.719,8,1.226,4.381897926,0.03643,8,5.1266,0.02789399,0.4391,8,3.6338,0.173049331,4.1392,0.093660198,0.456,8,0.8127,8,0.4619,8,2.2649,8,0.7856,8,0,8,2.5356,0.873407781,1.9474,2.468577623,0.7243,8,0.01967,8
CAL78_BONE,1.2703,5.521905899,0.5266,8,4.3291,0.099586673,0.3361,8,0.4327,8,0.0222,8,0.6972,8,0.8664,7.80582571,0.7571,8,0.305,8,4.6055,0.080872677,0.301,8,2.9043,0.285712391,3.1338,0.523859501,0.7028,8,0.1878,8,0.1654,8,5.5828,0.005585133,0.149,8,0.359,8,1.7244,8,1.4006,3.534169436,1.7102,2.739848614,0.6947,8
HDQP1_BREAST,1.0021,7.002896786,3.0468,0.125851952,4.9797,0.122433454,1.2229,8,2.4691,3.104604244,1.6096,8,2.1889,0.906933963,1.0024,8,2.4531,8,2.0527,2.021017075,4.718,0.042588428,0.1197,8,3.8757,0.174632937,3.7682,0.198780566,0.8306,8,3.6834,5.738184452,3.2073,6.033266816,6.3132,0.002542614,1.4415,8,0.3534,8,2.0498,8,1.7956,0.60489908,1.6516,8,1.6374,8
