Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
PPARGC1B	ENSG00000155846.16	0.540	3.000	-1.377	2.17e-169
SLA	ENSG00000155926.13	11.160	33.321	-1.497	4.89e-108
MICU3	ENSG00000155970.11	0.900	3.510	-1.247	1.18e-160
WIF1	ENSG00000156076.9	2.240	28.340	-3.179	3.24e-57
TSPAN7	ENSG00000156298.12	10.430	66.870	-2.570	2.71e-99
RPGR	ENSG00000156313.12	4.690	26.230	-2.259	1.72e-187
TDRD9	ENSG00000156414.18	0.410	2.450	-1.291	1.28e-48
HKDC1	ENSG00000156510.12	6.340	1.710	1.438	7.74e-49
FBXO32	ENSG00000156804.7	19.990	7.070	1.379	1.09e-70
RBPMS	ENSG00000157110.15	71.332	148.765	-1.050	7.12e-55
TIMP4	ENSG00000157150.4	0.320	3.700	-1.832	1.43e-89
SYN2	ENSG00000157152.16	0.080	2.040	-1.493	5.42e-202
NRG1	ENSG00000157168.18	1.010	3.460	-1.150	4.15e-47
RP11-66N24.4	ENSG00000157306.14	1.680	6.560	-1.496	7.92e-94
TSC22D3	ENSG00000157514.16	110.307	407.709	-1.877	1.15e-86
ERG	ENSG00000157554.18	3.850	19.380	-2.071	4.63e-190
ETS2	ENSG00000157557.11	47.540	125.983	-1.387	7.20e-98
TSPAN18	ENSG00000157570.11	4.380	16.590	-1.709	9.97e-122
PALM2-AKAP2	ENSG00000157654.17	0.700	3.030	-1.245	2.07e-85
SNX22	ENSG00000157734.13	1.610	9.860	-2.057	4.56e-175
PSMG3	ENSG00000157778.8	59.601	24.989	1.221	2.64e-124
WDR19	ENSG00000157796.17	9.000	30.231	-1.643	1.68e-132
TNFRSF14	ENSG00000157873.17	45.739	172.768	-1.894	3.60e-113
RADIL	ENSG00000157927.16	0.720	7.310	-2.272	9.75e-203
KRTCAP3	ENSG00000157992.12	79.219	22.389	1.778	1.54e-122
WDR66	ENSG00000158023.9	6.910	2.350	1.240	1.95e-28
MRPL17	ENSG00000158042.8	68.759	33.469	1.017	4.74e-111
UBXN11	ENSG00000158062.20	14.270	46.681	-1.643	6.26e-107
GALNT14	ENSG00000158089.14	9.720	1.370	2.177	3.27e-87
HPD	ENSG00000158104.11	0.150	1.750	-1.258	1.43e-97
XDH	ENSG00000158125.9	2.260	0.100	1.567	3.08e-108
TMSB15A	ENSG00000158164.6	0.670	3.380	-1.391	3.81e-69
MRAS	ENSG00000158186.12	9.140	20.949	-1.114	1.38e-100
ESYT3	ENSG00000158220.13	3.600	13.480	-1.654	2.64e-72
FAM46B	ENSG00000158246.7	1.980	14.660	-2.394	1.03e-134
RHBDL2	ENSG00000158315.10	6.340	0.710	2.102	2.44e-161
SHROOM4	ENSG00000158352.15	2.560	14.390	-2.112	1.19e-172
HIST1H2BD	ENSG00000158373.8	30.819	11.190	1.384	1.17e-20
NCF1	ENSG00000158517.13	9.790	26.330	-1.341	5.33e-66
GDPD5	ENSG00000158555.14	5.750	16.429	-1.369	3.56e-75
RNF166	ENSG00000158717.10	14.260	49.590	-1.729	2.49e-133
ITLN2	ENSG00000158764.6	0.260	19.220	-4.004	1.14e-157
ZNF276	ENSG00000158805.11	11.310	31.879	-1.417	5.03e-84
FAM160B2	ENSG00000158863.21	26.910	75.520	-1.455	1.23e-81
FCER1G	ENSG00000158869.10	128.604	300.286	-1.217	1.67e-70
MPZ	ENSG00000158887.15	0.900	3.470	-1.234	2.66e-104
MIS18A	ENSG00000159055.3	8.740	3.490	1.117	5.62e-130
PAXBP1	ENSG00000159086.14	9.170	22.320	-1.197	5.17e-75
LAD1	ENSG00000159166.13	70.668	12.620	2.396	5.46e-144
RCAN1	ENSG00000159200.17	15.970	34.429	-1.062	5.45e-61
SCUBE1	ENSG00000159307.18	0.330	6.620	-2.518	9.11e-244
PADI4	ENSG00000159339.13	0.090	7.830	-3.018	3.33e-186
STARD9	ENSG00000159433.11	0.860	11.490	-2.747	2.82e-232
RGL4	ENSG00000159496.14	0.860	2.890	-1.064	2.55e-79
SPON2	ENSG00000159674.11	23.540	83.998	-1.792	2.71e-64
LRRC36	ENSG00000159708.17	1.080	8.810	-2.238	1.64e-72
TPPP3	ENSG00000159713.10	25.860	82.389	-1.634	9.77e-37
ZFYVE28	ENSG00000159733.13	4.690	10.550	-1.021	5.70e-59
ZYX	ENSG00000159840.15	106.912	334.276	-1.635	3.70e-130
NPR2	ENSG00000159899.14	4.600	20.359	-1.931	7.15e-159
PTGIR	ENSG00000160013.8	2.770	27.611	-2.924	5.24e-191
KALRN	ENSG00000160145.15	3.350	10.990	-1.463	7.41e-86
TFF3	ENSG00000160180.15	49.511	17.490	1.450	2.28e-19
TFF1	ENSG00000160182.2	1.190	0.000	1.131	1.16e-38
CBS	ENSG00000160200.17	7.520	16.381	-1.029	4.38e-19
GAB3	ENSG00000160219.11	1.790	8.290	-1.735	2.32e-182
RALGDS	ENSG00000160271.14	31.161	68.550	-1.113	3.06e-81
LSS	ENSG00000160285.14	16.470	43.401	-1.346	4.42e-113
GPSM1	ENSG00000160360.11	6.820	29.800	-1.978	2.73e-125
ST6GALNAC6	ENSG00000160408.14	29.601	90.027	-1.573	2.17e-160
PKN3	ENSG00000160447.6	4.890	13.030	-1.252	5.60e-106
TMEM190	ENSG00000160472.4	0.930	3.620	-1.259	9.39e-17
TLCD1	ENSG00000160606.10	33.249	9.530	1.702	1.83e-141
NBEAL2	ENSG00000160796.16	29.560	140.243	-2.208	7.51e-110
PTH1R	ENSG00000160801.13	1.540	22.500	-3.210	1.81e-232
MYL3	ENSG00000160808.9	0.500	4.830	-1.959	1.71e-219
LRRC71	ENSG00000160838.13	0.150	1.830	-1.299	6.65e-63
FGFR4	ENSG00000160867.14	4.190	66.109	-3.693	2.17e-213
HK3	ENSG00000160883.10	6.950	41.040	-2.403	9.64e-153
LY6K	ENSG00000160886.13	5.440	0.810	1.831	3.48e-44
TONSL	ENSG00000160949.16	4.410	1.690	1.008	5.06e-72
RECQL4	ENSG00000160957.12	10.640	3.130	1.495	8.21e-79
ZNF333	ENSG00000160961.11	3.800	13.700	-1.615	5.27e-154
U2AF1L4	ENSG00000161265.14	14.740	35.750	-1.223	6.46e-86
ZNF577	ENSG00000161551.12	3.520	10.670	-1.368	6.31e-74
ITGA5	ENSG00000161638.10	30.751	141.170	-2.163	1.21e-129
MPP3	ENSG00000161647.18	4.740	19.140	-1.811	1.23e-106
PLCD3	ENSG00000161714.11	8.710	19.821	-1.101	3.70e-37
GRASP	ENSG00000161835.10	5.180	110.193	-4.169	2.08e-269
SPC24	ENSG00000161888.11	4.040	1.000	1.333	1.09e-75
IP6K3	ENSG00000161896.10	0.360	3.950	-1.864	2.45e-49
FGF11	ENSG00000161958.10	3.520	0.970	1.198	8.14e-71
SPSB3	ENSG00000162032.15	27.949	61.870	-1.119	4.44e-65
PPP1R32	ENSG00000162148.10	1.890	7.820	-1.610	4.28e-90
NXF1	ENSG00000162231.13	43.359	107.031	-1.284	2.99e-85
ITIH3	ENSG00000162267.12	0.800	6.300	-2.020	2.21e-183
PDZK1IP1	ENSG00000162366.7	92.129	33.490	1.433	1.19e-29
TAL1	ENSG00000162367.11	0.610	14.010	-3.221	3.85e-308
PPAP2B	ENSG00000162407.8	22.830	71.189	-1.599	1.17e-141
SLC25A34	ENSG00000162461.7	0.360	2.810	-1.486	1.40e-150
PDPN	ENSG00000162493.16	12.300	31.519	-1.290	3.52e-53
SYNC	ENSG00000162520.14	1.510	4.210	-1.054	1.47e-71
KIAA1522	ENSG00000162522.10	49.810	21.421	1.180	1.18e-87
TSSK3	ENSG00000162526.6	0.650	2.490	-1.081	2.70e-79
UBXN10	ENSG00000162543.5	4.050	1.440	1.049	5.67e-16
SCNN1D	ENSG00000162572.19	1.230	3.510	-1.016	7.71e-32
MEGF6	ENSG00000162591.15	9.320	32.880	-1.715	9.50e-81
MYSM1	ENSG00000162601.9	5.840	14.680	-1.197	3.35e-81
NEXN	ENSG00000162614.18	4.320	25.090	-2.294	1.21e-167
NTNG1	ENSG00000162631.18	0.240	3.060	-1.711	5.45e-122
KCNT2	ENSG00000162687.16	0.220	1.910	-1.254	1.14e-176
NLRP3	ENSG00000162711.16	1.710	5.010	-1.149	7.32e-80
FCGR3B	ENSG00000162747.9	2.320	13.850	-2.161	1.02e-114
SNED1	ENSG00000162804.13	6.090	14.910	-1.166	5.71e-64
MT2P1	ENSG00000162840.4	0.000	4.700	-2.511	1.93e-110
KIF26B	ENSG00000162849.15	4.270	0.690	1.641	3.53e-93
TFB2M	ENSG00000162851.7	16.040	6.110	1.261	4.18e-148
PKDCC	ENSG00000162878.12	8.950	89.610	-3.187	4.26e-171
NOSTRIN	ENSG00000163072.14	7.240	51.090	-2.660	8.01e-173
SGPP2	ENSG00000163082.9	23.750	4.320	2.218	8.38e-99
MSX1	ENSG00000163132.6	0.650	2.980	-1.270	1.67e-106
S100A9	ENSG00000163220.10	265.027	880.939	-1.729	2.79e-32
S100A12	ENSG00000163221.8	0.790	52.998	-4.915	2.30e-203
TGFA	ENSG00000163235.15	8.060	2.680	1.300	3.71e-63
TDRD10	ENSG00000163239.12	2.140	10.530	-1.877	1.01e-76
EOGT	ENSG00000163378.13	11.440	32.300	-1.421	1.20e-148
SLC22A15	ENSG00000163393.12	1.590	5.580	-1.345	6.53e-116
PROK2	ENSG00000163421.8	0.110	4.970	-2.427	2.54e-160
FSTL1	ENSG00000163430.9	43.949	113.032	-1.343	5.04e-59
LMOD1	ENSG00000163431.12	4.170	37.041	-2.879	1.25e-195
IGFBP7	ENSG00000163453.11	230.272	472.476	-1.034	1.33e-59
STK36	ENSG00000163482.11	14.080	29.500	-1.016	2.13e-35
TGFBR2	ENSG00000163513.17	40.419	111.933	-1.447	6.78e-105
NFASC	ENSG00000163531.15	1.090	8.350	-2.161	3.59e-160
MNDA	ENSG00000163563.7	11.270	30.271	-1.350	8.07e-64
PRICKLE2	ENSG00000163637.11	2.590	9.940	-1.608	1.55e-167
PTX3	ENSG00000163661.3	0.840	18.450	-3.402	3.14e-134
SMIM14	ENSG00000163683.11	44.381	19.610	1.139	6.46e-86
RBM47	ENSG00000163694.14	38.040	17.950	1.043	2.75e-78
PCOLCE2	ENSG00000163710.7	3.900	17.040	-1.880	2.25e-70
TTC14	ENSG00000163728.10	9.610	29.219	-1.510	2.89e-109
PPBP	ENSG00000163736.3	0.500	10.900	-2.988	3.13e-122
PF4	ENSG00000163737.3	0.290	5.360	-2.302	2.49e-123
SNRK	ENSG00000163788.13	8.650	25.829	-1.475	3.48e-162
KIF15	ENSG00000163808.16	2.540	0.580	1.164	3.30e-78
ZC3H12A	ENSG00000163874.8	11.750	28.809	-1.225	2.22e-52
KLF15	ENSG00000163884.3	2.140	15.370	-2.382	9.93e-113
HEYL	ENSG00000163909.7	5.880	21.410	-1.704	4.75e-125
IFT122	ENSG00000163913.11	8.830	19.920	-1.090	3.02e-93
RPL39L	ENSG00000163923.9	20.619	5.680	1.694	1.54e-89
UVSSA	ENSG00000163945.15	4.140	14.430	-1.586	9.26e-72
ZDHHC19	ENSG00000163958.13	0.190	2.120	-1.391	1.90e-108
S100P	ENSG00000163993.6	182.910	35.240	2.343	3.76e-26
ZNF589	ENSG00000164048.13	4.400	12.610	-1.334	1.85e-104
PLXNB1	ENSG00000164050.12	25.569	71.510	-1.448	2.60e-77
SPRY1	ENSG00000164056.10	25.181	60.421	-1.230	1.16e-67
INTU	ENSG00000164066.12	1.680	4.370	-1.003	9.67e-78
POC1A	ENSG00000164087.7	5.400	1.870	1.157	2.29e-103
PITX2	ENSG00000164093.15	1.400	0.000	1.263	5.71e-64
MAD2L1	ENSG00000164109.13	11.200	1.890	2.078	6.91e-138
HPGD	ENSG00000164120.13	28.230	61.048	-1.086	1.08e-17
HHIP	ENSG00000164161.9	1.460	9.880	-2.145	5.07e-37
RANBP3L	ENSG00000164188.8	0.220	1.570	-1.075	1.97e-118
STARD4	ENSG00000164211.12	5.570	17.579	-1.500	6.09e-121
F2RL1	ENSG00000164251.4	9.530	3.130	1.350	1.49e-65
SPINK1	ENSG00000164266.10	53.958	2.370	4.028	6.14e-82
SFXN1	ENSG00000164466.12	17.550	7.700	1.092	5.29e-95
PI16	ENSG00000164530.13	0.250	5.930	-2.471	1.30e-131
PTTG1	ENSG00000164611.12	37.121	8.070	2.071	6.14e-131
KCNK5	ENSG00000164626.8	15.660	5.370	1.387	5.23e-55
SLC29A4	ENSG00000164638.10	6.890	1.010	1.973	1.39e-97
KIAA1324L	ENSG00000164659.14	5.730	17.800	-1.482	1.88e-87
HEY1	ENSG00000164683.16	6.090	17.960	-1.419	3.94e-67
FABP5	ENSG00000164687.10	47.120	135.091	-1.500	6.93e-52
FNDC1	ENSG00000164694.16	3.490	0.630	1.462	5.22e-65
SOX17	ENSG00000164736.5	0.890	7.620	-2.189	5.75e-216
HNF4G	ENSG00000164749.11	1.850	0.060	1.427	1.09e-108
TNFRSF11B	ENSG00000164761.8	2.390	6.600	-1.165	4.15e-43
SBSPON	ENSG00000164764.10	0.590	3.820	-1.600	5.38e-141
GPR146	ENSG00000164849.8	3.340	22.920	-2.462	2.36e-191
GPER1	ENSG00000164850.14	0.930	5.910	-1.840	1.99e-94
TMEM184A	ENSG00000164855.15	14.100	3.140	1.867	3.19e-112
NOS3	ENSG00000164867.10	7.020	15.940	-1.079	2.40e-28
MICALL2	ENSG00000164877.18	23.100	49.039	-1.054	4.87e-23
YWHAZ	ENSG00000164924.17	439.920	204.846	1.099	2.16e-107
FREM1	ENSG00000164946.19	0.790	3.240	-1.244	4.65e-73
FAM219A	ENSG00000164970.14	7.770	17.620	-1.086	5.26e-100
NFIL3	ENSG00000165030.3	17.680	55.062	-1.586	1.77e-118
TMEM71	ENSG00000165071.14	2.000	6.570	-1.335	8.30e-80
MAMDC2	ENSG00000165072.9	1.940	35.140	-3.620	2.65e-218
RASEF	ENSG00000165105.9	8.360	3.280	1.129	1.99e-61
SVEP1	ENSG00000165124.17	1.330	18.621	-3.074	9.57e-223
TMEM246	ENSG00000165152.8	1.040	4.660	-1.472	6.89e-57
WBSCR27	ENSG00000165171.10	6.120	2.560	1.000	2.52e-31
FIGF	ENSG00000165197.4	1.150	33.369	-3.999	3.37e-216
MELK	ENSG00000165304.7	6.410	0.640	2.176	1.21e-122
OTUD1	ENSG00000165312.6	6.820	15.730	-1.097	6.57e-109
FAT3	ENSG00000165323.15	0.090	1.190	-1.007	2.06e-117
HECTD2	ENSG00000165338.16	2.510	6.450	-1.086	1.37e-120
ZCCHC24	ENSG00000165424.6	6.760	21.230	-1.518	3.95e-150
PGM2L1	ENSG00000165434.7	4.760	1.670	1.109	7.17e-87
SLC16A9	ENSG00000165449.11	2.960	0.660	1.254	2.11e-53
INPPL1	ENSG00000165458.13	60.112	123.322	-1.025	1.70e-39
GJB2	ENSG00000165474.5	9.990	0.410	2.962	1.04e-138
SKA3	ENSG00000165480.15	2.530	0.340	1.397	8.55e-115
PCF11	ENSG00000165494.10	17.520	48.589	-1.421	1.83e-127
PKNOX2	ENSG00000165495.15	0.800	9.560	-2.553	6.93e-232
TMEM63C	ENSG00000165548.10	1.730	0.290	1.082	5.09e-63
FAAH2	ENSG00000165591.6	11.440	4.550	1.164	2.12e-81
VSTM4	ENSG00000165633.12	2.640	10.520	-1.662	3.25e-130
SLC18A2	ENSG00000165646.11	0.690	3.290	-1.344	1.04e-68
HPRT1	ENSG00000165704.14	31.741	15.250	1.011	9.30e-90
KIAA1462	ENSG00000165757.8	5.870	27.639	-2.060	3.10e-159
METTL17	ENSG00000165792.17	32.851	69.560	-1.060	3.36e-50
NDRG2	ENSG00000165795.20	23.681	145.794	-2.572	1.80e-163
ZNF219	ENSG00000165804.15	11.390	35.809	-1.571	3.79e-113
VWA2	ENSG00000165816.12	5.330	1.340	1.436	2.93e-63
METTL3	ENSG00000165819.11	24.000	50.450	-1.041	1.08e-65
TRUB1	ENSG00000165832.5	9.010	3.960	1.013	7.88e-104
GYLTL1B	ENSG00000165905.16	19.471	4.070	2.013	1.69e-108
TTC7B	ENSG00000165914.14	10.820	25.321	-1.155	3.63e-90
SLC39A13	ENSG00000165915.13	30.330	70.619	-1.193	1.18e-88
HACD1	ENSG00000165996.13	7.420	20.470	-1.350	3.41e-54
JAM3	ENSG00000166086.12	6.610	31.561	-2.097	5.94e-153
GPT2	ENSG00000166123.13	13.530	2.370	2.108	7.20e-139
RAB8B	ENSG00000166128.12	7.410	20.391	-1.347	9.75e-135
PPP1R14D	ENSG00000166143.9	7.720	0.100	2.987	2.29e-104
SPINT1	ENSG00000166145.14	144.006	58.181	1.293	2.87e-97
FBN1	ENSG00000166147.13	19.291	41.220	-1.057	7.70e-37
LARP6	ENSG00000166173.10	3.820	12.940	-1.532	5.77e-60
TMEM100	ENSG00000166292.11	2.690	164.699	-5.489	1.56e-266
ILK	ENSG00000166333.13	77.460	157.454	-1.014	1.40e-116
MSS51	ENSG00000166343.9	0.640	2.300	-1.009	7.89e-101
KIAA0355	ENSG00000166398.12	6.020	14.820	-1.172	2.03e-114
TUB	ENSG00000166402.8	0.750	3.200	-1.263	5.08e-106
RIC3	ENSG00000166405.14	1.040	8.120	-2.160	9.75e-128
PLD4	ENSG00000166428.12	3.030	0.940	1.055	7.85e-40
ZMAT1	ENSG00000166432.14	2.650	9.650	-1.545	1.41e-81
MFAP4	ENSG00000166482.11	41.160	433.112	-3.364	8.33e-171
MAPK7	ENSG00000166484.19	9.860	23.110	-1.151	6.48e-93
PRKCB	ENSG00000166501.12	2.650	6.500	-1.039	1.50e-76
NDST2	ENSG00000166507.16	11.050	30.279	-1.376	1.19e-126
RIMKLB	ENSG00000166532.15	11.730	36.289	-1.550	3.35e-61
TMED3	ENSG00000166557.12	127.999	44.421	1.506	3.00e-155
NDEL1	ENSG00000166579.15	23.710	57.360	-1.240	3.99e-137
RRAD	ENSG00000166592.11	13.220	45.781	-1.718	3.40e-55
HTR3A	ENSG00000166736.11	1.250	0.040	1.113	2.60e-62
ZNF667-AS1	ENSG00000166770.10	5.260	14.330	-1.292	5.75e-41
YPEL4	ENSG00000166793.10	0.690	4.030	-1.573	1.11e-145
KIAA0101	ENSG00000166803.10	28.010	2.670	2.983	6.02e-167
MESP1	ENSG00000166823.5	7.000	0.830	2.128	2.28e-132
SCNN1G	ENSG00000166828.2	2.970	7.530	-1.103	2.74e-30
RBPMS2	ENSG00000166831.8	2.260	6.520	-1.206	9.25e-47
PLK1	ENSG00000166851.14	12.320	2.400	1.970	9.44e-116
STAT6	ENSG00000166888.10	83.389	178.254	-1.087	4.66e-82
MTMR10	ENSG00000166912.16	6.090	15.160	-1.189	1.50e-148
SCG5	ENSG00000166922.8	5.840	0.820	1.910	8.76e-100
GREM1	ENSG00000166923.10	7.250	0.510	2.450	1.16e-74
MS4A7	ENSG00000166927.12	15.070	63.241	-1.999	4.59e-125
MS4A14	ENSG00000166928.10	0.790	7.310	-2.215	7.08e-161
MS4A15	ENSG00000166961.14	2.240	41.850	-3.725	6.63e-85
EVA1C	ENSG00000166979.12	23.169	51.101	-1.108	1.20e-48
SNRPD1	ENSG00000167088.10	74.459	34.210	1.100	2.18e-115
SAMD14	ENSG00000167100.14	1.490	6.750	-1.638	9.54e-120
TMEM92	ENSG00000167105.7	18.520	4.120	1.931	2.83e-106
TBC1D2B	ENSG00000167202.11	14.260	47.831	-1.678	2.28e-154
ENTHD2	ENSG00000167302.9	13.080	35.289	-1.366	1.66e-63
PRRT2	ENSG00000167371.16	1.280	9.960	-2.265	1.46e-98
MVD	ENSG00000167508.10	27.751	57.452	-1.024	1.64e-64
SGK494	ENSG00000167524.14	3.190	7.740	-1.061	3.14e-38
TUBA1C	ENSG00000167553.14	302.522	107.358	1.486	1.78e-112
GPD1	ENSG00000167588.12	1.020	7.480	-2.070	1.25e-89
NFKBID	ENSG00000167604.13	4.990	18.010	-1.666	8.14e-105
TMC4	ENSG00000167608.11	61.002	28.640	1.065	7.14e-61
LAIR1	ENSG00000167613.15	23.450	54.799	-1.190	8.47e-68
LENG8	ENSG00000167615.16	40.279	236.532	-2.525	9.03e-109
PPP1R14A	ENSG00000167641.10	10.940	136.598	-3.527	1.83e-225
SPINT2	ENSG00000167642.12	545.599	178.576	1.606	1.91e-140
LY6D	ENSG00000167656.4	1.700	0.350	1.000	2.41e-38
PLIN4	ENSG00000167676.4	0.270	2.770	-1.570	4.78e-132
SEMA6B	ENSG00000167680.15	3.590	9.010	-1.125	7.82e-57
KIFC2	ENSG00000167702.11	9.910	25.560	-1.284	3.48e-27
KLK11	ENSG00000167757.13	6.500	23.271	-1.694	1.06e-14
ZNF83	ENSG00000167766.18	14.130	46.202	-1.641	2.17e-103
KRT80	ENSG00000167767.13	15.550	2.980	2.056	1.35e-98
KRT1	ENSG00000167768.4	0.110	2.260	-1.554	1.31e-112
IGFBP6	ENSG00000167779.7	13.400	64.328	-2.182	1.09e-66
TMEM88	ENSG00000167874.6	2.990	13.620	-1.874	3.52e-146
TMC8	ENSG00000167895.14	8.690	20.420	-1.144	2.92e-53
TK1	ENSG00000167900.11	39.439	6.740	2.385	4.03e-128
SRRM2	ENSG00000167978.16	210.634	715.396	-1.759	1.20e-83
TTC21A	ENSG00000168026.16	2.910	10.190	-1.517	4.34e-96
ENTPD3	ENSG00000168032.8	5.110	1.540	1.266	3.72e-55
NAALADL1	ENSG00000168060.14	4.530	13.140	-1.354	2.04e-132
SCARA3	ENSG00000168077.13	5.020	13.970	-1.314	1.70e-57
PBK	ENSG00000168078.9	3.850	0.400	1.793	3.53e-101
SCARA5	ENSG00000168079.16	0.550	14.130	-3.287	7.13e-154
SETD5	ENSG00000168137.15	26.310	55.572	-1.051	1.76e-61
VASN	ENSG00000168140.4	14.530	33.240	-1.141	3.98e-48
PXK	ENSG00000168297.15	8.010	19.140	-1.160	9.27e-129
FAM107A	ENSG00000168309.16	2.220	79.291	-4.640	2.44e-270
MFSD2A	ENSG00000168389.17	18.570	63.188	-1.714	3.79e-20
ING5	ENSG00000168395.14	8.600	18.650	-1.033	2.18e-81
MLKL	ENSG00000168404.12	9.450	31.120	-1.620	3.52e-115
TNXB	ENSG00000168477.17	6.220	97.018	-3.763	7.71e-219
LGI3	ENSG00000168481.8	0.290	9.490	-3.024	5.09e-72
SFTPC	ENSG00000168484.12	342.865	10751.869	-4.967	1.19e-68
FEN1	ENSG00000168496.3	16.790	5.580	1.435	1.83e-123
SDPR	ENSG00000168497.4	10.590	83.719	-2.870	8.70e-162
SERINC2	ENSG00000168528.11	106.661	23.429	2.140	6.10e-163
IL7R	ENSG00000168685.14	11.880	59.218	-2.225	4.40e-138
PKIG	ENSG00000168734.13	35.849	113.032	-1.630	1.21e-126
NPNT	ENSG00000168743.12	19.950	140.185	-2.753	1.31e-139
FAM178B	ENSG00000168754.13	2.480	0.620	1.103	4.77e-63
TSPAN5	ENSG00000168785.7	9.810	4.280	1.034	1.64e-57
SFTPB	ENSG00000168878.16	2646.738	6603.887	-1.319	2.96e-9
MAT2A	ENSG00000168906.12	85.573	193.005	-1.164	9.55e-87
PLA2G4F	ENSG00000168907.13	2.980	23.581	-2.627	1.35e-46
INPP5D	ENSG00000168918.13	10.670	26.259	-1.224	3.40e-72
STXBP6	ENSG00000168952.15	1.260	24.110	-3.474	1.37e-234
JMJD7-PLA2G4B	ENSG00000168970.20	2.320	10.390	-1.779	1.17e-127
PXDC1	ENSG00000168994.13	24.841	65.271	-1.359	4.14e-97
HNRNPH1	ENSG00000169045.17	228.713	499.831	-1.124	1.38e-60
ROR2	ENSG00000169071.14	2.030	5.150	-1.021	3.27e-43
HSPBAP1	ENSG00000169087.10	5.480	12.030	-1.008	1.64e-89
FAM110B	ENSG00000169122.11	1.270	4.370	-1.242	1.44e-87
PCSK9	ENSG00000169174.10	1.390	7.580	-1.844	2.26e-33
RP11-231C14.4	ENSG00000169203.16	18.640	68.289	-1.819	2.20e-76
RSPO1	ENSG00000169218.13	0.170	3.570	-1.966	1.52e-209
THBS3	ENSG00000169231.13	16.120	37.410	-1.166	2.06e-47
SLC50A1	ENSG00000169241.17	110.002	38.730	1.482	1.08e-142
NPIPB3	ENSG00000169246.16	29.459	79.478	-1.402	2.44e-55
GPRIN1	ENSG00000169258.6	2.390	0.430	1.245	2.19e-102
HSPB3	ENSG00000169271.2	0.170	1.690	-1.201	4.71e-124
SHE	ENSG00000169291.9	4.770	19.860	-1.854	1.83e-86
STK32A	ENSG00000169302.14	5.840	1.590	1.401	3.35e-60
RNASE2	ENSG00000169385.2	2.050	7.080	-1.406	3.09e-43
NPR1	ENSG00000169418.9	2.780	34.420	-3.228	2.51e-242
SDC2	ENSG00000169439.11	22.910	49.449	-1.077	5.35e-48
ZEB2	ENSG00000169554.16	8.800	39.541	-2.048	3.63e-191
GJB1	ENSG00000169562.9	5.600	0.420	2.217	3.16e-54
GP9	ENSG00000169704.4	0.040	1.690	-1.371	1.50e-142
LDB2	ENSG00000169744.12	6.670	53.319	-2.824	9.50e-237
RAC3	ENSG00000169750.8	15.550	4.450	1.602	6.99e-87
P2RY1	ENSG00000169860.6	0.850	6.360	-1.992	1.79e-230
MUC3A	ENSG00000169894.17	9.580	1.110	2.326	4.29e-74
ITGAM	ENSG00000169896.16	7.390	23.190	-1.528	1.39e-85
KLF13	ENSG00000169926.9	20.320	64.431	-1.618	4.63e-150
ZFPM2	ENSG00000169946.13	1.130	3.590	-1.108	6.42e-98
NLGN2	ENSG00000169992.9	6.120	14.550	-1.127	3.33e-48
MYO7B	ENSG00000169994.18	0.320	5.120	-2.213	6.53e-167
KCNAB3	ENSG00000170049.9	0.960	3.370	-1.157	6.23e-59
FAM153A	ENSG00000170074.19	0.320	3.010	-1.603	1.93e-80
SLC16A5	ENSG00000170190.15	13.260	27.830	-1.016	5.77e-48
FABP6	ENSG00000170231.15	4.580	1.620	1.091	7.29e-12
FAXDC2	ENSG00000170271.10	12.970	38.851	-1.512	3.62e-46
HSPB2	ENSG00000170276.5	1.460	10.830	-2.266	6.17e-228
FABP4	ENSG00000170323.8	3.940	125.174	-4.675	7.13e-200
FOS	ENSG00000170345.9	133.768	292.298	-1.122	5.98e-32
TMED10	ENSG00000170348.8	207.446	94.078	1.132	2.25e-110
OR2A20P	ENSG00000170356.8	2.140	8.000	-1.519	1.80e-95
TMEM182	ENSG00000170417.14	4.700	1.000	1.511	3.08e-206
KRT8	ENSG00000170421.11	783.668	208.643	1.904	3.38e-123
METTL7B	ENSG00000170439.6	9.810	1.340	2.208	7.45e-98
MZB1	ENSG00000170476.15	47.300	13.780	1.708	2.09e-39
KRT4	ENSG00000170477.12	0.700	6.260	-2.094	3.97e-46
SERPINB9	ENSG00000170542.5	6.470	15.080	-1.106	2.04e-69
IRX1	ENSG00000170549.3	0.260	3.380	-1.798	2.30e-64
IRX2	ENSG00000170561.12	6.170	16.450	-1.283	1.19e-21
FOXA3	ENSG00000170608.2	2.250	0.210	1.425	1.63e-79
SGCD	ENSG00000170624.13	1.150	3.790	-1.156	2.51e-80
MTSS1	ENSG00000170873.18	11.840	25.701	-1.056	3.87e-46
PLA2G1B	ENSG00000170890.13	2.800	19.240	-2.413	4.75e-42
OSCAR	ENSG00000170909.13	6.570	28.610	-1.968	3.57e-124
TPT1-AS1	ENSG00000170919.15	8.060	22.590	-1.381	2.76e-107
PRKCDBP	ENSG00000170955.9	16.860	42.370	-1.280	2.37e-65
S1PR1	ENSG00000170989.8	8.460	81.650	-3.127	6.85e-265
HS6ST2	ENSG00000171004.17	9.170	0.220	3.059	8.07e-169
LRRC8E	ENSG00000171017.10	4.990	1.870	1.061	7.98e-99
XKR6	ENSG00000171044.10	0.410	2.060	-1.118	2.28e-138
