Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
FMNL2	ENSG00000157827.19	14.350	31.305	-1.073	2.31e-73
GAREML	ENSG00000157833.12	4.020	1.090	1.264	8.49e-98
TNFRSF14	ENSG00000157873.17	29.610	173.849	-2.514	3.64e-166
RADIL	ENSG00000157927.16	0.965	7.230	-2.066	2.14e-188
SKI	ENSG00000157933.9	18.330	37.800	-1.005	2.89e-69
KRTCAP3	ENSG00000157992.12	71.774	21.029	1.724	4.23e-85
WDR66	ENSG00000158023.9	15.995	2.345	2.345	5.31e-78
GRHL3	ENSG00000158055.15	12.145	0.110	3.566	1.04e-189
UBXN11	ENSG00000158062.20	10.670	47.445	-2.054	1.13e-154
GALNT14	ENSG00000158089.14	17.860	1.365	2.995	1.11e-127
HPD	ENSG00000158104.11	0.110	1.840	-1.355	3.86e-70
RHPN1	ENSG00000158106.12	4.585	11.675	-1.182	1.80e-35
XDH	ENSG00000158125.9	1.590	0.100	1.235	2.52e-102
MRAS	ENSG00000158186.12	6.490	20.954	-1.552	3.97e-113
ESYT3	ENSG00000158220.13	0.830	12.525	-2.886	7.14e-226
FAM46B	ENSG00000158246.7	2.780	14.570	-2.042	8.43e-84
RHBDL2	ENSG00000158315.10	5.220	0.705	1.867	1.69e-125
SHROOM4	ENSG00000158352.15	1.160	14.240	-2.819	5.38e-287
HIST1H2BD	ENSG00000158373.8	24.070	11.419	1.013	7.20e-11
NCF1	ENSG00000158517.13	7.570	26.275	-1.670	1.28e-91
PPP1R9A	ENSG00000158528.11	0.640	2.645	-1.152	4.70e-66
ZFAND2B	ENSG00000158552.12	21.995	45.384	-1.012	3.46e-84
GDPD5	ENSG00000158555.14	3.500	16.675	-1.974	1.88e-147
RNF166	ENSG00000158717.10	12.034	50.101	-1.971	1.79e-167
NBL1	ENSG00000158747.13	99.267	222.976	-1.160	2.89e-66
ITLN2	ENSG00000158764.6	0.435	16.495	-3.608	2.67e-171
ZNF276	ENSG00000158805.11	11.960	32.565	-1.373	2.87e-94
FAM160B2	ENSG00000158863.21	26.179	76.465	-1.511	2.63e-86
FCER1G	ENSG00000158869.10	88.404	300.016	-1.751	2.40e-105
MPZ	ENSG00000158887.15	0.880	3.525	-1.267	5.52e-94
MIS18A	ENSG00000159055.3	12.740	3.360	1.656	6.93e-200
SYNJ1	ENSG00000159082.17	2.875	8.145	-1.239	4.05e-182
PAXBP1	ENSG00000159086.14	8.725	22.485	-1.272	2.77e-82
SON	ENSG00000159140.17	62.396	141.925	-1.173	5.24e-102
LAD1	ENSG00000159166.13	131.753	12.585	3.289	3.91e-202
TUBBP5	ENSG00000159247.12	3.405	1.090	1.076	2.32e-51
SIM2	ENSG00000159263.15	2.740	0.260	1.570	1.09e-108
SCUBE1	ENSG00000159307.18	0.150	6.330	-2.672	6.41e-286
PADI4	ENSG00000159339.13	0.090	8.415	-3.111	1.14e-200
HK2	ENSG00000159399.9	34.530	12.405	1.406	2.84e-74
STARD9	ENSG00000159433.11	0.560	11.680	-3.023	7.24e-285
RGL4	ENSG00000159496.14	0.625	3.285	-1.399	2.79e-108
SPRR2G	ENSG00000159516.8	1.640	0.110	1.250	1.48e-47
PGLYRP3	ENSG00000159527.3	2.115	0.000	1.639	1.63e-86
SPON2	ENSG00000159674.11	16.900	86.849	-2.295	6.31e-100
LRRC36	ENSG00000159708.17	0.430	7.305	-2.538	9.29e-153
TPPP3	ENSG00000159713.10	15.340	79.470	-2.300	2.59e-72
ZFYVE28	ENSG00000159733.13	2.835	10.620	-1.599	1.39e-140
ZYX	ENSG00000159840.15	112.649	336.403	-1.570	1.01e-125
NPR2	ENSG00000159899.14	4.885	20.674	-1.881	7.85e-95
PTGIR	ENSG00000160013.8	1.970	28.753	-3.325	9.64e-228
KALRN	ENSG00000160145.15	3.380	11.115	-1.468	9.70e-86
RSPH1	ENSG00000160188.9	1.015	3.899	-1.282	1.78e-32
GAB3	ENSG00000160219.11	1.135	8.355	-2.131	1.33e-263
ITGB2	ENSG00000160255.16	40.709	100.475	-1.283	1.75e-49
LSS	ENSG00000160285.14	19.200	44.535	-1.173	1.16e-86
GPSM1	ENSG00000160360.11	6.145	30.266	-2.130	5.61e-137
ST6GALNAC6	ENSG00000160408.14	21.900	89.803	-1.987	6.45e-236
PKN3	ENSG00000160447.6	4.385	13.175	-1.396	1.72e-109
TMEM190	ENSG00000160472.4	0.495	3.585	-1.617	1.94e-31
TLCD1	ENSG00000160606.10	19.350	9.090	1.012	4.69e-69
PCSK7	ENSG00000160613.12	16.790	39.530	-1.188	5.97e-107
FLAD1	ENSG00000160688.18	47.689	21.325	1.125	1.04e-134
IL6R	ENSG00000160712.12	5.810	17.275	-1.424	3.91e-120
NBEAL2	ENSG00000160796.16	21.105	142.127	-2.695	1.24e-159
PTH1R	ENSG00000160801.13	0.855	23.215	-3.706	1.78e-299
MYL3	ENSG00000160808.9	0.320	5.015	-2.188	1.98e-270
LRRC71	ENSG00000160838.13	0.090	1.750	-1.335	3.71e-96
FGFR4	ENSG00000160867.14	2.865	68.804	-4.175	1.72e-285
HK3	ENSG00000160883.10	4.230	41.865	-3.035	1.24e-203
LY6K	ENSG00000160886.13	17.655	0.775	3.394	4.17e-145
IER2	ENSG00000160888.6	54.660	122.708	-1.152	1.42e-55
TONSL	ENSG00000160949.16	7.445	1.705	1.643	6.41e-131
PTGER1	ENSG00000160951.3	0.160	1.365	-1.028	9.92e-94
RECQL4	ENSG00000160957.12	19.320	3.135	2.297	2.48e-160
ZNF333	ENSG00000160961.11	3.960	13.870	-1.584	1.49e-141
RPL8	ENSG00000161016.15	3262.358	1536.678	1.086	3.58e-99
SCGB3A1	ENSG00000161055.3	20.155	180.962	-3.105	6.12e-58
YDJC	ENSG00000161179.13	29.509	11.250	1.316	2.98e-118
FBXO27	ENSG00000161243.8	18.795	2.655	2.437	5.60e-134
U2AF1L4	ENSG00000161265.14	16.785	36.096	-1.061	8.22e-66
PLXDC1	ENSG00000161381.13	4.995	11.745	-1.088	1.17e-54
FDXR	ENSG00000161513.11	17.990	8.000	1.077	2.80e-85
ZNF577	ENSG00000161551.12	2.670	10.795	-1.684	1.35e-140
ITGA5	ENSG00000161638.10	43.691	144.587	-1.704	4.22e-94
SIGLEC11	ENSG00000161640.15	0.130	1.525	-1.160	2.50e-144
ZNF385A	ENSG00000161642.17	56.490	21.030	1.384	2.68e-99
SIGLEC16	ENSG00000161643.12	0.125	1.300	-1.032	2.08e-147
MPP3	ENSG00000161647.18	5.655	19.365	-1.614	1.59e-78
LSM12	ENSG00000161654.9	40.680	18.350	1.107	5.42e-139
FMNL3	ENSG00000161791.13	6.275	15.310	-1.165	1.97e-102
RACGAP1	ENSG00000161800.12	29.455	6.050	2.111	4.73e-221
GRASP	ENSG00000161835.10	4.410	113.901	-4.409	1.80e-272
SPC24	ENSG00000161888.11	9.065	1.010	2.324	3.92e-190
IP6K3	ENSG00000161896.10	0.190	4.100	-2.100	9.41e-130
TREML1	ENSG00000161911.11	0.325	1.955	-1.157	1.09e-125
SCIMP	ENSG00000161929.14	1.985	6.055	-1.241	3.10e-57
TNFSF13	ENSG00000161955.16	23.410	68.057	-1.500	2.69e-96
FGF11	ENSG00000161958.10	13.635	1.010	2.864	4.00e-177
POLR3K	ENSG00000161980.5	17.780	8.110	1.044	6.74e-120
SNRNP25	ENSG00000161981.10	39.795	16.700	1.205	5.65e-130
SPSB3	ENSG00000162032.15	25.130	62.454	-1.280	2.20e-82
PPP1R32	ENSG00000162148.10	1.255	7.745	-1.955	1.66e-152
NXF1	ENSG00000162231.13	44.301	108.214	-1.270	1.47e-99
SLC25A45	ENSG00000162241.12	3.080	7.870	-1.120	2.28e-90
ITIH3	ENSG00000162267.12	0.430	6.665	-2.422	1.46e-259
TAL1	ENSG00000162367.11	0.415	14.475	-3.451	0.00e+0
SLC1A7	ENSG00000162383.11	0.200	2.440	-1.519	3.79e-172
PPAP2B	ENSG00000162407.8	21.520	72.018	-1.697	1.84e-152
JAK1	ENSG00000162434.11	33.845	69.065	-1.008	1.47e-88
SLC25A34	ENSG00000162461.7	0.390	2.840	-1.466	5.37e-143
LAPTM5	ENSG00000162511.7	99.335	255.264	-1.353	7.60e-66
SYNC	ENSG00000162520.14	1.250	4.125	-1.188	5.77e-93
KIAA1522	ENSG00000162522.10	47.775	21.130	1.140	2.98e-92
TSSK3	ENSG00000162526.6	0.640	2.520	-1.102	5.81e-94
WNT4	ENSG00000162552.14	2.500	0.715	1.029	2.87e-55
SCNN1D	ENSG00000162572.19	0.955	3.575	-1.227	4.02e-61
MXRA8	ENSG00000162576.16	41.350	112.123	-1.417	1.45e-65
MEGF6	ENSG00000162591.15	7.045	33.590	-2.104	8.89e-117
MYSM1	ENSG00000162601.9	5.215	14.890	-1.354	8.47e-90
NEXN	ENSG00000162614.18	2.715	25.405	-2.829	2.07e-220
NTNG1	ENSG00000162631.18	0.110	2.985	-1.844	1.33e-165
GBP4	ENSG00000162654.8	9.030	25.515	-1.402	2.93e-65
KCNT2	ENSG00000162687.16	0.170	1.900	-1.310	2.46e-206
NLRP3	ENSG00000162711.16	0.980	5.135	-1.632	3.28e-141
SLAMF9	ENSG00000162723.9	1.830	0.240	1.190	9.43e-72
VANGL2	ENSG00000162738.5	18.355	4.325	1.862	1.24e-80
FCGR3B	ENSG00000162747.9	2.195	14.475	-2.276	1.35e-106
TDRD5	ENSG00000162782.15	1.830	0.070	1.403	7.04e-83
SNED1	ENSG00000162804.13	2.115	15.320	-2.389	5.67e-209
MT2P1	ENSG00000162840.4	0.000	4.980	-2.580	9.32e-106
KIF26B	ENSG00000162849.15	2.780	0.740	1.119	3.14e-57
TFB2M	ENSG00000162851.7	16.820	5.885	1.372	4.49e-164
PKDCC	ENSG00000162878.12	7.885	90.858	-3.370	1.10e-162
PIGR	ENSG00000162896.5	9.185	61.599	-2.620	2.73e-39
PEX13	ENSG00000162928.8	19.455	8.995	1.033	2.32e-117
FAM84A	ENSG00000162981.13	22.400	4.560	2.073	7.13e-81
FRZB	ENSG00000162998.4	2.180	7.139	-1.356	1.18e-64
VSNL1	ENSG00000163032.11	24.025	2.080	3.022	3.47e-130
NOSTRIN	ENSG00000163072.14	1.675	51.481	-4.294	0.00e+0
SGPP2	ENSG00000163082.9	14.965	4.165	1.628	4.01e-65
HPGDS	ENSG00000163106.10	1.110	5.315	-1.582	3.19e-132
S100A11	ENSG00000163191.5	2450.906	844.497	1.536	9.19e-108
IVL	ENSG00000163207.6	7.780	0.120	2.971	1.14e-98
SPRR3	ENSG00000163209.14	40.785	1.070	4.335	4.95e-75
SPRR2D	ENSG00000163216.6	48.435	0.260	5.294	1.39e-118
PGLYRP4	ENSG00000163218.14	1.670	0.040	1.360	4.25e-80
S100A12	ENSG00000163221.8	3.930	56.924	-3.555	7.62e-94
TGFA	ENSG00000163235.15	13.905	2.620	2.042	3.41e-125
TDRD10	ENSG00000163239.12	0.320	10.615	-3.137	2.58e-302
NIPAL1	ENSG00000163293.11	2.305	0.480	1.159	1.72e-118
LINC01116	ENSG00000163364.9	2.360	0.280	1.392	5.58e-82
EOGT	ENSG00000163378.13	11.785	32.766	-1.401	1.42e-151
SLC22A15	ENSG00000163393.12	1.590	5.595	-1.348	3.43e-122
IGFN1	ENSG00000163395.16	0.040	1.115	-1.024	2.50e-101
PROK2	ENSG00000163421.8	0.130	5.500	-2.524	8.21e-164
FSTL1	ENSG00000163430.9	50.834	115.527	-1.169	2.06e-45
LMOD1	ENSG00000163431.12	2.405	38.264	-3.528	9.66e-258
IGFBP7	ENSG00000163453.11	196.460	477.348	-1.276	2.86e-75
TMEM79	ENSG00000163472.18	14.365	3.320	1.831	1.27e-126
STK36	ENSG00000163482.11	10.000	30.036	-1.496	8.34e-70
KIAA1524	ENSG00000163507.13	8.705	0.965	2.304	9.48e-235
TGFBR2	ENSG00000163513.17	17.145	111.797	-2.636	4.40e-213
NFASC	ENSG00000163531.15	2.705	8.585	-1.371	1.86e-73
FCRL1	ENSG00000163534.14	0.215	1.960	-1.285	6.61e-86
SGOL2	ENSG00000163535.17	4.415	0.830	1.565	1.18e-192
PRKCI	ENSG00000163558.12	29.240	13.055	1.105	6.66e-84
MNDA	ENSG00000163563.7	6.015	29.477	-2.119	5.98e-123
PYHIN1	ENSG00000163564.14	0.995	3.400	-1.141	1.58e-77
RPL22L1	ENSG00000163584.17	112.657	51.646	1.110	6.84e-64
PRICKLE2	ENSG00000163637.11	1.870	10.045	-1.944	3.27e-202
PPM1K	ENSG00000163644.14	2.905	9.530	-1.431	1.86e-129
GMPS	ENSG00000163655.15	77.310	20.540	1.862	7.07e-188
PTX3	ENSG00000163661.3	0.780	19.170	-3.502	5.51e-126
PCOLCE2	ENSG00000163710.7	6.785	16.970	-1.207	1.32e-35
TTC14	ENSG00000163728.10	12.240	29.316	-1.195	4.51e-52
PPBP	ENSG00000163736.3	0.170	11.330	-3.398	3.94e-176
PF4	ENSG00000163737.3	0.140	5.730	-2.562	4.12e-174
SNRK	ENSG00000163788.13	6.845	25.420	-1.752	3.58e-221
KIF15	ENSG00000163808.16	5.245	0.590	1.974	9.87e-195
WDR43	ENSG00000163811.11	28.365	10.290	1.379	5.06e-145
FYCO1	ENSG00000163820.14	5.505	14.995	-1.298	8.84e-159
NMNAT3	ENSG00000163864.14	11.285	3.690	1.389	4.15e-80
ZC3H12A	ENSG00000163874.8	15.020	31.074	-1.002	3.14e-35
POLR2H	ENSG00000163882.9	142.858	66.015	1.102	5.03e-92
KLF15	ENSG00000163884.3	1.150	15.714	-2.959	4.32e-182
LIPH	ENSG00000163898.9	4.425	10.025	-1.023	1.16e-22
TMEM41A	ENSG00000163900.10	32.045	13.030	1.236	1.24e-109
SENP2	ENSG00000163904.12	28.709	12.960	1.090	8.39e-78
HEYL	ENSG00000163909.7	4.210	22.275	-2.159	7.58e-167
RFC4	ENSG00000163918.10	57.986	8.810	2.588	1.10e-216
RPL39L	ENSG00000163923.9	57.881	5.755	3.124	7.90e-192
UVSSA	ENSG00000163945.15	2.935	14.540	-1.982	8.02e-133
ZDHHC19	ENSG00000163958.13	0.435	2.155	-1.137	1.96e-53
PIGX	ENSG00000163964.13	36.985	8.325	2.026	2.12e-162
MFI2	ENSG00000163975.11	16.340	2.700	2.229	3.29e-117
SGMS2	ENSG00000164023.14	4.245	11.220	-1.220	1.00e-62
METAP1	ENSG00000164024.11	40.095	17.110	1.182	9.12e-128
H2AFZ	ENSG00000164032.11	346.965	161.081	1.102	1.78e-105
ZNF589	ENSG00000164048.13	5.360	12.720	-1.109	1.16e-53
PLXNB1	ENSG00000164050.12	35.020	72.680	-1.032	1.32e-41
SPRY1	ENSG00000164056.10	14.055	61.513	-2.054	2.88e-143
INTU	ENSG00000164066.12	1.645	4.425	-1.036	3.23e-73
HSPA4L	ENSG00000164070.11	5.935	1.160	1.683	2.29e-114
POC1A	ENSG00000164087.7	6.685	1.790	1.462	1.35e-168
PPM1M	ENSG00000164088.17	12.120	35.250	-1.466	1.31e-178
PITX2	ENSG00000164093.15	1.825	0.010	1.484	8.16e-79
MAD2L1	ENSG00000164109.13	27.826	1.870	3.328	1.58e-300
HPGD	ENSG00000164120.13	5.780	59.920	-3.168	2.24e-145
NPY1R	ENSG00000164128.6	0.140	1.530	-1.150	8.87e-93
IL15	ENSG00000164136.16	3.245	7.930	-1.073	5.52e-70
FAM160A1	ENSG00000164142.15	3.275	1.115	1.015	7.57e-75
HHIP	ENSG00000164161.9	0.580	9.530	-2.736	1.03e-77
RANBP3L	ENSG00000164188.8	0.130	1.605	-1.205	2.97e-137
RNF180	ENSG00000164197.11	0.690	2.385	-1.002	6.19e-140
STARD4	ENSG00000164211.12	8.160	17.795	-1.037	6.48e-69
F2RL1	ENSG00000164251.4	11.860	3.020	1.678	2.31e-97
SCGB3A2	ENSG00000164265.8	51.236	286.451	-2.460	2.46e-34
SHROOM1	ENSG00000164403.14	4.135	14.915	-1.632	1.46e-142
LEAP2	ENSG00000164406.7	0.535	2.350	-1.126	6.44e-110
GJB7	ENSG00000164411.10	1.730	0.140	1.260	7.44e-84
SLC35A1	ENSG00000164414.16	10.380	27.585	-1.329	7.54e-143
SFXN1	ENSG00000164466.12	28.794	8.170	1.700	3.80e-158
TMEM200A	ENSG00000164484.11	2.205	5.525	-1.026	2.91e-34
PI16	ENSG00000164530.13	0.125	5.920	-2.621	6.61e-149
PTTG1	ENSG00000164611.12	82.615	8.155	3.191	4.01e-288
KCNK5	ENSG00000164626.8	1.880	5.405	-1.153	1.56e-54
SLC29A4	ENSG00000164638.10	4.375	0.935	1.474	2.91e-87
STEAP1	ENSG00000164647.8	24.540	10.930	1.098	5.76e-31
KIAA1324L	ENSG00000164659.14	6.795	17.775	-1.268	4.76e-79
SYTL3	ENSG00000164674.15	3.175	11.520	-1.584	2.91e-119
SHH	ENSG00000164690.7	0.300	1.900	-1.158	9.40e-31
FNDC1	ENSG00000164694.16	4.020	0.655	1.601	1.16e-63
SOX17	ENSG00000164736.5	0.510	7.640	-2.516	5.81e-285
TNFRSF11B	ENSG00000164761.8	1.640	6.949	-1.590	2.33e-64
SBSPON	ENSG00000164764.10	0.730	3.785	-1.468	2.71e-54
ORC5	ENSG00000164815.10	15.995	6.885	1.108	1.40e-131
GPR146	ENSG00000164849.8	2.940	23.136	-2.615	4.17e-222
GPER1	ENSG00000164850.14	0.700	5.905	-2.022	2.29e-118
TMEM184A	ENSG00000164855.15	8.065	3.160	1.124	7.93e-35
NOS3	ENSG00000164867.10	3.410	16.005	-1.947	1.10e-97
MICALL2	ENSG00000164877.18	18.250	50.091	-1.408	2.74e-44
YWHAZ	ENSG00000164924.17	634.136	200.373	1.657	1.04e-184
FZD6	ENSG00000164930.11	41.795	12.090	1.709	7.00e-139
FREM1	ENSG00000164946.19	0.720	3.360	-1.342	9.72e-118
GEM	ENSG00000164949.7	10.145	27.725	-1.366	1.28e-49
NIPSNAP3B	ENSG00000165028.11	0.820	2.730	-1.035	1.27e-95
NFIL3	ENSG00000165030.3	26.424	55.635	-1.046	3.18e-72
TMEM71	ENSG00000165071.14	1.610	6.700	-1.561	5.84e-117
MAMDC2	ENSG00000165072.9	0.705	36.156	-4.446	6.90e-294
GKAP1	ENSG00000165113.12	1.825	4.890	-1.060	1.74e-82
KIF27	ENSG00000165115.14	1.475	3.965	-1.004	6.54e-107
SVEP1	ENSG00000165124.17	1.415	18.795	-3.035	6.41e-286
FBP1	ENSG00000165140.9	15.440	104.571	-2.683	2.43e-124
NCF1C	ENSG00000165178.9	3.300	8.490	-1.142	2.34e-57
PCDH19	ENSG00000165194.14	1.630	0.120	1.232	1.86e-63
FIGF	ENSG00000165197.4	0.520	33.091	-4.487	3.17e-313
STRBP	ENSG00000165209.18	15.870	7.170	1.046	5.35e-78
WNK2	ENSG00000165238.16	11.640	1.295	2.461	1.78e-101
ZNF367	ENSG00000165244.6	3.350	1.050	1.085	7.08e-96
MELK	ENSG00000165304.7	14.390	0.630	3.239	9.73e-271
OTUD1	ENSG00000165312.6	7.215	15.480	-1.004	1.42e-74
HECTD2	ENSG00000165338.16	2.305	6.550	-1.192	6.08e-139
ZCCHC24	ENSG00000165424.6	4.080	21.490	-2.146	2.29e-200
SLC16A9	ENSG00000165449.11	3.320	0.650	1.389	3.37e-67
INPPL1	ENSG00000165458.13	38.195	123.926	-1.672	1.83e-103
GJB2	ENSG00000165474.5	69.180	0.420	5.627	5.74e-224
SKA3	ENSG00000165480.15	5.560	0.320	2.313	6.82e-258
PCF11	ENSG00000165494.10	16.520	49.176	-1.518	9.18e-127
PKNOX2	ENSG00000165495.15	0.635	9.700	-2.710	7.57e-282
VSTM4	ENSG00000165633.12	1.685	10.525	-2.102	1.56e-179
SLC18A2	ENSG00000165646.11	0.320	3.330	-1.714	2.37e-165
HPRT1	ENSG00000165704.14	54.588	15.220	1.777	1.11e-188
FAM69B	ENSG00000165716.9	5.130	13.675	-1.259	9.91e-61
KIAA1462	ENSG00000165757.8	3.320	28.010	-2.747	1.18e-230
METTL17	ENSG00000165792.17	33.846	70.029	-1.027	1.11e-46
NDRG2	ENSG00000165795.20	37.390	148.456	-1.961	2.84e-114
RNASE7	ENSG00000165799.4	1.190	0.070	1.033	2.30e-58
ZNF219	ENSG00000165804.15	14.490	36.564	-1.278	4.05e-68
METTL3	ENSG00000165819.11	21.300	50.815	-1.216	4.61e-78
TRUB1	ENSG00000165832.5	10.690	3.905	1.253	4.33e-159
UBTD1	ENSG00000165886.4	12.640	32.500	-1.296	2.06e-107
GYLTL1B	ENSG00000165905.16	32.895	4.050	2.747	4.62e-186
SLC39A13	ENSG00000165915.13	22.461	71.090	-1.620	8.25e-138
HACD1	ENSG00000165996.13	7.600	19.850	-1.278	1.73e-61
JAM3	ENSG00000166086.12	5.415	32.410	-2.381	7.75e-163
GPT2	ENSG00000166123.13	12.745	2.320	2.050	2.17e-152
RAB8B	ENSG00000166128.12	6.280	20.775	-1.581	8.94e-178
SPINT1	ENSG00000166145.14	133.024	55.614	1.243	3.32e-106
FBN1	ENSG00000166147.13	16.095	43.674	-1.386	2.80e-46
SGPL1	ENSG00000166224.16	25.235	11.130	1.113	7.94e-141
TMEM100	ENSG00000166292.11	0.915	160.702	-6.400	0.00e+0
SMPD1	ENSG00000166311.9	17.705	41.730	-1.192	4.23e-113
ILK	ENSG00000166333.13	58.442	158.819	-1.427	2.67e-158
MSS51	ENSG00000166343.9	0.430	2.370	-1.237	2.72e-142
USP54	ENSG00000166348.17	10.005	27.644	-1.380	3.63e-108
SERPINB7	ENSG00000166396.12	2.775	0.080	1.805	6.59e-79
KIAA0355	ENSG00000166398.12	5.050	14.505	-1.358	3.10e-134
RIC3	ENSG00000166405.14	1.140	8.145	-2.095	4.62e-123
WDR72	ENSG00000166415.14	15.145	0.230	3.714	7.86e-235
ZMAT1	ENSG00000166432.14	0.820	9.775	-2.566	2.00e-198
TMEM130	ENSG00000166448.14	0.930	4.005	-1.375	3.07e-66
MFAP4	ENSG00000166482.11	23.850	462.704	-4.222	6.35e-216
MAPK7	ENSG00000166484.19	9.740	23.495	-1.190	2.31e-93
PRKCB	ENSG00000166501.12	1.600	6.715	-1.569	3.43e-130
NDST2	ENSG00000166507.16	10.930	30.399	-1.396	2.50e-139
MCM7	ENSG00000166508.17	103.877	40.196	1.348	1.08e-120
RIMKLB	ENSG00000166532.15	11.510	37.175	-1.610	3.44e-95
TMED3	ENSG00000166557.12	115.235	44.074	1.367	6.32e-153
NDEL1	ENSG00000166579.15	24.435	57.370	-1.198	1.33e-125
RRAD	ENSG00000166592.11	4.655	47.746	-3.108	5.16e-139
MMP10	ENSG00000166670.9	14.434	0.190	3.697	1.04e-85
NNMT	ENSG00000166741.7	114.976	371.275	-1.683	8.81e-70
ZNF667-AS1	ENSG00000166770.10	3.859	14.390	-1.663	2.42e-42
YPEL4	ENSG00000166793.10	0.665	4.170	-1.635	4.38e-150
FAM111A	ENSG00000166801.15	12.195	29.310	-1.200	1.13e-90
KIAA0101	ENSG00000166803.10	53.256	2.620	3.906	2.69e-256
SCNN1G	ENSG00000166828.2	1.640	7.405	-1.671	8.19e-78
RBPMS2	ENSG00000166831.8	1.160	6.620	-1.819	3.37e-158
PLK1	ENSG00000166851.14	28.025	2.445	3.075	5.85e-281
STAT6	ENSG00000166888.10	78.240	179.799	-1.190	1.31e-99
XRCC6BP1	ENSG00000166896.7	10.080	4.425	1.030	5.66e-117
STX3	ENSG00000166900.14	17.895	42.489	-1.203	1.54e-107
MTMR10	ENSG00000166912.16	6.025	14.935	-1.182	5.49e-124
SCG5	ENSG00000166922.8	3.255	0.780	1.257	6.24e-72
GREM1	ENSG00000166923.10	10.180	0.550	2.851	7.65e-100
MS4A7	ENSG00000166927.12	9.135	63.074	-2.660	5.26e-162
MS4A14	ENSG00000166928.10	0.470	7.325	-2.502	3.65e-206
MS4A8	ENSG00000166959.7	0.240	2.935	-1.666	2.00e-38
MS4A15	ENSG00000166961.14	0.445	37.314	-4.729	2.34e-232
RCCD1	ENSG00000166965.12	11.530	5.165	1.023	1.17e-80
MAPRE2	ENSG00000166974.12	8.200	21.105	-1.265	1.81e-120
EVA1C	ENSG00000166979.12	17.990	51.519	-1.468	3.77e-83
NUDT21	ENSG00000167005.13	51.613	23.745	1.088	9.32e-117
GNGT2	ENSG00000167083.6	2.630	6.640	-1.074	2.38e-81
SNRPD1	ENSG00000167088.10	117.327	33.005	1.799	4.20e-190
SAMD14	ENSG00000167100.14	1.125	6.760	-1.869	9.66e-147
TRUB2	ENSG00000167112.9	24.406	10.930	1.091	4.54e-128
PRRX2	ENSG00000167157.10	6.750	2.750	1.047	2.86e-25
UGT1A6	ENSG00000167165.18	61.791	0.170	5.746	9.31e-160
PRR15L	ENSG00000167183.2	4.280	23.980	-2.242	1.53e-81
FBXO22	ENSG00000167196.13	23.400	9.275	1.248	4.72e-141
TBC1D2B	ENSG00000167202.11	11.485	48.351	-1.983	3.12e-194
ENTHD2	ENSG00000167302.9	14.640	35.654	-1.229	9.76e-59
RRM1	ENSG00000167325.14	42.574	14.735	1.470	2.17e-143
PRRT2	ENSG00000167371.16	0.710	10.040	-2.691	1.25e-160
SGK494	ENSG00000167524.14	2.795	7.810	-1.215	2.52e-49
PROCA1	ENSG00000167525.13	1.275	3.640	-1.028	6.70e-60
TUBA1C	ENSG00000167553.14	658.093	107.358	2.605	4.94e-225
NCKAP5L	ENSG00000167566.16	7.235	16.675	-1.102	1.12e-93
GPD1	ENSG00000167588.12	0.470	7.310	-2.499	4.94e-172
NFKBID	ENSG00000167604.13	4.365	18.495	-1.861	1.60e-134
LAIR1	ENSG00000167613.15	13.690	56.755	-1.975	1.06e-118
LENG8	ENSG00000167615.16	33.499	238.136	-2.793	4.58e-142
PPP1R14A	ENSG00000167641.10	5.855	139.111	-4.353	1.86e-277
SPINT2	ENSG00000167642.12	570.743	175.788	1.693	5.28e-145
LY6D	ENSG00000167656.4	23.380	0.380	4.143	1.41e-99
PLIN4	ENSG00000167676.4	0.310	2.835	-1.550	4.56e-143
SEMA6B	ENSG00000167680.15	2.950	9.435	-1.402	5.64e-75
FAM57A	ENSG00000167695.14	26.880	8.270	1.589	3.30e-130
KIFC2	ENSG00000167702.11	11.300	26.250	-1.148	3.00e-20
SLC43A2	ENSG00000167703.14	12.585	29.510	-1.167	4.10e-92
RILP	ENSG00000167705.11	7.615	24.374	-1.558	2.46e-169
SERPINF2	ENSG00000167711.13	4.010	12.480	-1.428	1.70e-41
KLK6	ENSG00000167755.13	2.005	0.050	1.517	1.09e-64
KLK11	ENSG00000167757.13	7.435	21.680	-1.427	6.00e-17
KLK13	ENSG00000167759.12	2.105	0.385	1.165	1.68e-36
ZNF83	ENSG00000167766.18	10.195	47.145	-2.105	1.58e-122
KRT80	ENSG00000167767.13	10.710	3.065	1.526	4.39e-55
RCOR2	ENSG00000167771.5	2.560	0.285	1.470	1.13e-99
IGFBP6	ENSG00000167779.7	15.660	64.940	-1.985	1.11e-55
NUDT8	ENSG00000167799.9	20.554	6.985	1.433	7.45e-90
PRDX2	ENSG00000167815.11	257.619	125.313	1.034	5.49e-70
HID1	ENSG00000167861.15	8.665	27.104	-1.540	4.53e-104
TMEM88	ENSG00000167874.6	1.915	14.020	-2.365	8.19e-206
TMC8	ENSG00000167895.14	6.655	20.544	-1.493	3.18e-84
TK1	ENSG00000167900.11	92.196	6.790	3.581	2.74e-261
TMEM68	ENSG00000167904.14	16.325	7.365	1.050	3.84e-119
TMEM99	ENSG00000167920.8	25.600	9.960	1.279	1.79e-111
SRRM2	ENSG00000167978.16	176.313	723.650	-2.031	4.67e-117
HRASLS5	ENSG00000168004.9	0.120	1.370	-1.081	2.71e-61
